record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type,aami_class
221,730,191870,532.9722222222222,NORMAL,N,191777,191806,191828,191856,191878,191921,191993,192010,biphasic_positive_negative,N
221,733,192598,534.9944444444444,NORMAL,N,192486,192501,192519,192584,192605,192655,192692,192711,normal,N
221,734,192845,535.6805555555555,NORMAL,N,192739,192760,192791,192832,192853,192899,192938,192974,normal,N
221,735,193177,536.6027777777778,NORMAL,N,193060,193068,193074,193163,193186,193244,193282,193309,normal,N
221,736,193431,537.3083333333333,NORMAL,N,193330,193356,193383,193416,193439,193488,193561,193590,biphasic_positive_negative,N
221,739,194134,539.2611111111111,NORMAL,N,194035,194052,194076,194120,194142,194193,194233,194254,normal,N
221,740,194382,539.95,NORMAL,N,194289,194307,194329,194367,194390,194418,194478,194501,biphasic_negative_positive,N
221,741,194686,540.7944444444445,NORMAL,N,194602,194615,194649,194672,194694,194725,194775,194813,biphasic_negative_positive,N
221,742,194943,541.5083333333333,NORMAL,N,194833,194847,194875,194929,194950,194993,195072,195084,biphasic_positive_negative,N
221,748,196349,545.4138888888889,NORMAL,N,196270,196290,196314,196335,196357,196409,196450,196472,normal,N
221,750,196862,546.8388888888888,NORMAL,N,196784,196805,196832,196848,196869,196916,196960,196987,normal,N
221,754,197874,549.65,NORMAL,N,197766,197783,197792,197860,197882,197919,197945,197981,normal,N
221,767,200866,557.9611111111111,PVC,V,200771,200789,200812,200842,200882,200886,200934,200973,inverted,V
221,768,201172,558.8111111111111,NORMAL,N,201089,201108,201146,201158,201180,201227,201269,201303,normal,N
221,769,201445,559.5694444444445,NORMAL,N,201321,201344,201369,201423,201454,201502,201539,201563,normal,N
221,771,201976,561.0444444444445,NORMAL,N,201883,201894,201920,201962,201984,202033,202086,202114,normal,N
221,772,202257,561.825,NORMAL,N,202130,202154,202175,202243,202265,202310,202389,202413,biphasic_positive_negative,N
221,774,202780,563.2777777777778,NORMAL,N,202685,202718,202729,202766,202789,202843,202883,202909,normal,N
221,782,204713,568.6472222222222,NORMAL,N,204624,204663,204679,204699,204721,204775,204812,204842,normal,N
221,784,205158,569.8833333333333,NORMAL,N,205078,205102,205120,205144,205165,205211,205245,205271,normal,N
221,786,205611,571.1416666666667,NORMAL,N,205530,205547,205575,205597,205618,205678,205710,205738,normal,N
221,788,206043,572.3416666666667,PVC,V,205938,205975,205994,206016,206058,206062,206104,206151,inverted,V
221,798,208601,579.4472222222222,NORMAL,N,208520,208524,208536,208587,208609,208660,208731,208758,biphasic_positive_negative,N
221,799,208876,580.2111111111111,NORMAL,N,208800,208829,208850,208862,208884,208916,208929,208976,inverted,N
221,801,209341,581.5027777777777,NORMAL,N,209272,209275,209304,209327,209349,209403,209443,209466,normal,N
221,804,210022,583.3944444444444,NORMAL,N,209963,209967,209996,210008,210030,210077,210113,210138,normal,N
221,806,210507,584.7416666666667,NORMAL,N,210403,210406,210421,210493,210514,210567,210599,210627,normal,N
221,807,210776,585.4888888888889,NORMAL,N,210692,210711,210726,210761,210792,210841,210874,210902,normal,N
221,819,213816,593.9333333333333,NORMAL,N,213737,213763,213791,213803,213824,213872,213914,213950,normal,N
221,820,214081,594.6694444444445,NORMAL,N,213986,213997,214019,214067,214089,214143,214175,214197,normal,N
221,829,216317,600.8805555555556,NORMAL,N,216246,216250,216291,216303,216325,216371,216412,216439,normal,N
221,830,216722,602.0055555555556,NORMAL,N,216595,216629,216641,216707,216731,216782,216816,216852,normal,N
221,831,216994,602.7611111111111,NORMAL,N,216930,216943,216967,216980,217002,217050,217089,217115,normal,N
221,843,219880,610.7777777777778,PVC,V,219775,219803,219827,219853,219896,219909,219948,219988,inverted,V
221,850,221884,616.3444444444444,NORMAL,N,221778,221802,221833,221870,221892,221944,221981,222013,normal,N
221,851,222130,617.0277777777778,NORMAL,N,222014,222019,222050,222115,222138,222186,222224,222250,normal,N
221,853,222523,618.1194444444444,PVC,V,222411,222446,222466,222496,222539,222551,222594,222631,inverted,V
221,854,222815,618.9305555555555,NORMAL,N,222751,222763,222779,222802,222823,222876,222914,222944,normal,N
221,858,223706,621.4055555555556,NORMAL,N,223645,223661,223678,223692,223715,223771,223809,223836,normal,N
221,860,224325,623.125,NORMAL,N,224270,224275,224290,224310,224333,224383,224417,224446,normal,N
221,862,224790,624.4166666666666,NORMAL,N,224701,224733,224750,224776,224798,224845,224877,224905,normal,N
221,864,225239,625.6638888888889,NORMAL,N,225141,225145,225175,225223,225258,225294,225344,225371,normal,N
221,868,226335,628.7083333333334,NORMAL,N,226193,226226,226244,226319,226345,226395,226430,226456,normal,N
221,869,226568,629.3555555555556,NORMAL,N,226465,226475,226484,226554,226576,226614,226662,226694,normal,N
221,873,227955,633.2083333333334,NORMAL,N,227850,227886,227898,227941,227963,227995,228047,228080,biphasic_negative_positive,N
221,874,228206,633.9055555555556,NORMAL,N,228096,228118,228136,228192,228215,228261,228342,228366,biphasic_positive_negative,N
221,876,228727,635.3527777777778,NORMAL,N,228650,228670,228701,228713,228736,228782,228814,228846,normal,N
221,879,229404,637.2333333333333,NORMAL,N,229339,229360,229377,229389,229412,229459,229495,229527,normal,N
221,881,229909,638.6361111111111,NORMAL,N,229832,229853,229881,229893,229917,229971,230004,230040,normal,N
221,882,230176,639.3777777777777,NORMAL,N,230112,230116,230147,230161,230184,230229,230269,230302,normal,N
221,887,231432,642.8666666666667,NORMAL,N,231346,231357,231401,231417,231441,231488,231527,231555,normal,N
221,888,231648,643.4666666666667,NORMAL,N,231570,231593,231617,231635,231655,231699,231734,231756,normal,N
221,891,232381,645.5027777777777,NORMAL,N,232313,232334,232355,232365,232389,232439,232480,232507,normal,N
221,901,234924,652.5666666666667,NORMAL,N,234849,234870,234889,234911,234932,234988,235024,235052,normal,N
221,903,235568,654.3555555555556,NORMAL,N,235483,235490,235500,235553,235577,235629,235665,235686,normal,N
221,909,237036,658.4333333333333,PVC,V,236946,236959,236986,237009,237054,237066,237113,237156,inverted,V
221,914,238379,662.1638888888889,PVC,V,238278,238316,238342,238351,238395,238406,238447,238500,inverted,V
221,917,239208,664.4666666666667,NORMAL,N,239094,239111,239138,239191,239217,239251,239264,239311,inverted,N
221,919,239691,665.8083333333333,NORMAL,N,239580,239625,239639,239677,239699,239748,239820,239829,biphasic_positive_negative,N
221,930,242311,673.0861111111111,NORMAL,N,242224,242244,242259,242298,242318,242363,242402,242432,normal,N
221,931,242522,673.6722222222222,NORMAL,N,242433,242437,242463,242508,242530,242575,242609,242645,normal,N
221,932,242729,674.2472222222223,NORMAL,N,242646,242651,242677,242716,242736,242787,242817,242845,normal,N
221,935,243497,676.3805555555556,NORMAL,N,243367,243393,243424,243481,243505,243557,243592,243622,normal,N
221,936,243693,676.925,PVC,V,243623,243627,243660,243673,243711,243721,243768,243808,inverted,V
221,938,244236,678.4333333333333,NORMAL,N,244185,244197,244211,244224,244244,244316,244363,244381,biphasic_positive_negative,N
221,942,245173,681.0361111111112,NORMAL,N,245089,245114,245140,245160,245180,245232,245273,245292,normal,N
221,944,245625,682.2916666666666,NORMAL,N,245531,245551,245588,245610,245633,245703,245729,245755,normal,N
221,954,248118,689.2166666666667,NORMAL,N,248069,248079,248092,248104,248126,248178,248219,248251,normal,N
221,956,248551,690.4194444444445,PVC,V,248451,248488,248504,248527,248566,248576,248617,248664,inverted,V
221,957,248869,691.3027777777778,NORMAL,N,248804,248820,248841,248853,248885,248952,248970,248994,normal,N
221,960,249607,693.3527777777778,NORMAL,N,249495,249509,249528,249585,249616,249692,249715,249738,normal,N
221,962,250193,694.9805555555556,NORMAL,N,250073,250087,250108,250180,250202,250258,250338,250355,biphasic_positive_negative,N
221,963,250477,695.7694444444444,NORMAL,N,250410,250421,250451,250463,250484,250497,250522,250553,inverted,N
221,964,250641,696.225,PVC,V,250564,250583,250604,250617,250657,250686,250785,250796,biphasic_negative_positive,V
221,966,251152,697.6444444444444,NORMAL,N,251085,251091,251100,251138,251159,251212,251246,251265,normal,N
221,967,251373,698.2583333333333,NORMAL,N,251285,251295,251312,251356,251380,251430,251492,251501,biphasic_positive_negative,N
221,969,251761,699.3361111111111,PVC,V,251667,251684,251705,251734,251779,251812,251838,251877,inverted,V
221,971,252350,700.9722222222222,NORMAL,N,252232,252235,252258,252339,252358,252418,252447,252466,normal,N
221,972,252620,701.7222222222222,NORMAL,N,252475,252494,252511,252606,252628,252680,252715,252734,normal,N
221,973,252816,702.2666666666667,NORMAL,N,252744,252757,252767,252803,252823,252893,252907,252923,normal,N
221,975,253225,703.4027777777778,NORMAL,N,253158,253166,253174,253212,253232,253288,253319,253335,normal,N
221,981,254752,707.6444444444444,NORMAL,N,254625,254651,254678,254739,254760,254791,254800,254840,inverted,N
221,989,256892,713.5888888888888,NORMAL,N,256766,256786,256821,256878,256900,256947,256991,257019,normal,N
221,997,258746,718.7388888888889,NORMAL,N,258678,258682,258694,258732,258754,258781,258839,258864,biphasic_negative_positive,N
221,1001,259655,721.2638888888889,NORMAL,N,259579,259589,259605,259642,259662,259695,259744,259772,biphasic_negative_positive,N
221,1002,259882,721.8944444444444,NORMAL,N,259805,259822,259843,259869,259890,259936,260002,260025,biphasic_positive_negative,N
221,1004,260297,723.0472222222222,PVC,V,260187,260221,260242,260264,260312,260325,260370,260415,inverted,V
221,1005,260610,723.9166666666666,NORMAL,N,260530,260546,260571,260596,260619,260671,260715,260744,biphasic_negative_positive,N
221,1007,261080,725.2222222222222,NORMAL,N,261004,261009,261029,261065,261088,261144,261158,261167,normal,N
221,1008,261243,725.675,PVC,V,261181,261185,261196,261219,261257,261297,261308,261355,inverted,V
221,1009,261526,726.4611111111111,NORMAL,N,261475,261484,261491,261502,261534,261589,261662,261675,biphasic_positive_negative,N
221,1010,261777,727.1583333333333,NORMAL,N,261710,261721,261738,261768,261784,261817,261828,261870,inverted,N
221,1013,262560,729.3333333333334,NORMAL,N,262480,262486,262493,262549,262578,262591,262609,262660,inverted,N
221,1016,263303,731.3972222222222,NORMAL,N,263206,263210,263233,263288,263311,263362,263394,263418,normal,N
221,1029,266500,740.2777777777778,NORMAL,N,266410,266433,266443,266487,266508,266558,266610,266627,normal,N
221,1031,266985,741.625,NORMAL,N,266915,266919,266924,266971,266992,267042,267081,267099,normal,N
221,1032,267209,742.2472222222223,NORMAL,N,267106,267119,267163,267195,267217,267255,267309,267340,biphasic_negative_positive,N
221,1036,268144,744.8444444444444,NORMAL,N,268032,268058,268076,268130,268152,268184,268234,268262,normal,N
221,1042,269691,749.1416666666667,NORMAL,N,269606,269637,269656,269675,269699,269746,269796,269830,normal,N
221,1043,269939,749.8305555555555,NORMAL,N,269844,269863,269887,269925,269947,269996,270035,270057,normal,N
221,1044,270166,750.4611111111111,NORMAL,N,270059,270099,270120,270152,270173,270227,270257,270280,normal,N
221,1048,271069,752.9694444444444,NORMAL,N,270942,270956,270987,271055,271077,271127,271169,271190,normal,N
221,1053,272657,757.3805555555556,NORMAL,N,272552,272577,272602,272642,272674,272701,272740,272773,normal,N
221,1056,273339,759.275,NORMAL,N,273251,273261,273283,273324,273347,273381,273389,273444,inverted,N
221,1062,275189,764.4138888888889,NORMAL,N,275136,275149,275162,275175,275197,275251,275284,275322,normal,N
221,1064,275815,766.1527777777778,NORMAL,N,275744,275748,275763,275801,275823,275863,275906,275944,normal,N
221,1066,276306,767.5166666666667,NORMAL,N,276241,276257,276279,276291,276314,276366,276400,276427,normal,N
221,1068,276758,768.7722222222222,NORMAL,N,276629,276645,276659,276745,276766,276816,276852,276878,normal,N
221,1077,278978,774.9388888888889,NORMAL,N,278870,278880,278904,278964,278986,279041,279101,279115,biphasic_positive_negative,N
221,1081,280544,779.2888888888889,NORMAL,N,280485,280504,280518,280530,280553,280605,280687,280702,biphasic_positive_negative,N
221,1086,281770,782.6944444444445,NORMAL,N,281665,281669,281688,281755,281778,281835,281871,281896,normal,N
221,1097,284557,790.4361111111111,NORMAL,N,284458,284469,284480,284542,284565,284641,284656,284687,normal,N
221,1098,284798,791.1055555555556,NORMAL,N,284710,284718,284727,284784,284806,284865,284892,284916,normal,N
221,1105,286864,796.8444444444444,NORMAL,N,286699,286731,286745,286835,286872,286933,286952,286961,normal,N
221,1115,289580,804.3888888888889,PVC,V,289472,289512,289530,289555,289594,289605,289651,289694,inverted,V
221,1116,289873,805.2027777777778,NORMAL,N,289792,289827,289848,289860,289893,289935,289971,289994,normal,N
221,1118,290519,806.9972222222223,NORMAL,N,290441,290453,290465,290503,290527,290576,290624,290648,normal,N
221,1120,291029,808.4138888888889,NORMAL,N,290914,290918,290948,291015,291037,291092,291168,291188,biphasic_positive_negative,N
221,1125,292218,811.7166666666667,NORMAL,N,292111,292136,292151,292204,292225,292294,292320,292342,normal,N
221,1126,292623,812.8416666666667,NORMAL,N,292541,292558,292572,292609,292631,292712,292733,292769,normal,N
221,1127,292877,813.5472222222222,NORMAL,N,292775,292791,292810,292863,292884,292939,292977,293008,normal,N
221,1128,293173,814.3694444444444,NORMAL,N,293105,293124,293147,293160,293181,293231,293267,293305,normal,N
221,1130,293632,815.6444444444444,PVC,V,293530,293564,293586,293604,293649,293660,293700,293750,inverted,V
221,1134,294830,818.9722222222222,NORMAL,N,294769,294773,294800,294816,294838,294896,294927,294953,normal,N
221,1136,295292,820.2555555555556,NORMAL,N,295176,295215,295225,295279,295300,295351,295395,295425,normal,N
221,1148,298973,830.4805555555556,NORMAL,N,298880,298892,298913,298956,298986,299033,299065,299097,normal,N
221,1149,299289,831.3583333333333,NORMAL,N,299194,299216,299249,299269,299298,299351,299390,299418,normal,N
221,1151,299781,832.725,NORMAL,N,299705,299715,299740,299762,299789,299829,299879,299916,normal,N
221,1155,300702,835.2833333333333,NORMAL,N,300636,300647,300676,300685,300710,300759,300798,300831,normal,N
221,1158,301526,837.5722222222222,NORMAL,N,301419,301443,301467,301500,301536,301594,301638,301665,normal,N
221,1162,302484,840.2333333333333,NORMAL,N,302392,302412,302434,302459,302491,302547,302581,302609,normal,N
221,1169,304113,844.7583333333333,NORMAL,N,304014,304026,304038,304094,304122,304174,304219,304242,normal,N
221,1171,304722,846.45,NORMAL,N,304637,304648,304668,304704,304730,304780,304817,304844,normal,N
221,1176,305993,849.9805555555556,NORMAL,N,305883,305906,305918,305974,306002,306062,306102,306133,normal,N
221,1177,306357,850.9916666666667,NORMAL,N,306270,306298,306313,306339,306366,306419,306459,306486,normal,N
221,1190,309692,860.2555555555556,NORMAL,N,309595,309598,309611,309667,309704,309733,309790,309820,normal,N
221,1191,309987,861.075,NORMAL,N,309911,309932,309960,309967,309995,310037,310085,310114,normal,N
221,1193,310482,862.45,NORMAL,N,310412,310422,310436,310460,310491,310545,310586,310612,normal,N
221,1195,311144,864.2888888888889,NORMAL,N,311034,311046,311059,311124,311152,311198,311271,311292,biphasic_positive_negative,N
221,1196,311421,865.0583333333333,NORMAL,N,311310,311329,311344,311403,311430,311480,311518,311542,normal,N
221,1200,312346,867.6277777777777,NORMAL,N,312271,312287,312304,312327,312355,312388,312399,312450,inverted,N
221,1202,312856,869.0444444444445,NORMAL,N,312754,312775,312799,312837,312864,312919,312959,312984,normal,N
221,1212,315216,875.6,NORMAL,N,315108,315135,315156,315195,315225,315299,315316,315349,normal,N
221,1213,315439,876.2194444444444,NORMAL,N,315355,315384,315403,315419,315447,315503,315560,315586,biphasic_positive_negative,N
221,1214,315765,877.125,NORMAL,N,315693,315708,315724,315746,315773,315822,315865,315893,normal,N
221,1216,316250,878.4722222222222,NORMAL,N,316189,316199,316210,316232,316264,316304,316350,316373,normal,N
221,1222,317769,882.6916666666667,NORMAL,N,317700,317715,317730,317751,317777,317841,317873,317891,normal,N
221,1225,318455,884.5972222222222,NORMAL,N,318320,318338,318366,318422,318464,318512,318553,318582,normal,N
221,1229,319435,887.3194444444445,NORMAL,N,319330,319349,319364,319417,319444,319491,319538,319569,normal,N
221,1231,319910,888.6388888888889,NORMAL,N,319808,319821,319841,319890,319955,319971,320006,320032,normal,N
221,1233,320411,890.0305555555556,NORMAL,N,320284,320307,320323,320391,320420,320465,320503,320534,normal,N
221,1234,320663,890.7305555555556,NORMAL,N,320552,320570,320587,320643,320671,320719,320801,320830,biphasic_positive_negative,N
221,1235,320948,891.5222222222222,NORMAL,N,320838,320858,320870,320916,320957,321010,321051,321076,normal,N
221,1238,321628,893.4111111111112,PVC,V,321554,321563,321581,321592,321667,321669,321693,321746,inverted,V
221,1245,323342,898.1722222222222,PVC,V,323227,323266,323285,323293,323377,323379,323410,323451,inverted,V
221,1249,324488,901.3555555555556,NORMAL,N,324365,324378,324388,324469,324496,324555,324585,324615,normal,N
221,1251,325057,902.9361111111111,NORMAL,N,324991,325006,325029,325039,325065,325113,325159,325190,normal,N
221,1252,325283,903.5638888888889,NORMAL,N,325209,325226,325251,325264,325291,325346,325379,325406,normal,N
221,1258,326718,907.55,PVC,V,326620,326663,326682,326687,326756,326758,326785,326838,inverted,V
221,1259,327140,908.7222222222222,NORMAL,N,327031,327042,327058,327120,327149,327198,327247,327280,normal,N
221,1265,329035,913.9861111111111,NORMAL,N,328911,328927,328936,329016,329044,329101,329128,329161,normal,N
221,1266,329374,914.9277777777778,NORMAL,N,329279,329288,329297,329347,329389,329428,329475,329511,normal,N
221,1268,329960,916.5555555555555,NORMAL,N,329859,329877,329902,329941,329969,330024,330055,330090,normal,N
221,1277,332298,923.05,NORMAL,N,332189,332200,332227,332279,332311,332355,332398,332427,normal,N
221,1278,332528,923.6888888888889,NORMAL,N,332435,332459,332476,332511,332541,332587,332624,332649,normal,N
221,1280,333077,925.2138888888888,NORMAL,N,332968,332990,333011,333057,333085,333134,333179,333204,normal,N
221,1282,333557,926.5472222222222,NORMAL,N,333487,333507,333529,333540,333565,333639,333658,333686,normal,N
221,1283,333810,927.25,NORMAL,N,333694,333728,333745,333792,333823,333871,333916,333946,normal,N
221,1288,335091,930.8083333333333,NORMAL,N,335019,335038,335057,335074,335099,335149,335182,335203,normal,N
221,1292,336104,933.6222222222223,NORMAL,N,336011,336034,336053,336085,336117,336163,336208,336235,normal,N
221,1297,337469,937.4138888888889,NORMAL,N,337342,337353,337375,337452,337478,337526,337565,337594,normal,N
221,1298,337760,938.2222222222222,NORMAL,N,337667,337688,337708,337737,337768,337819,337854,337880,normal,N
221,1301,338505,940.2916666666666,NORMAL,N,338400,338410,338418,338475,338518,338560,338637,338659,biphasic_positive_negative,N
221,1306,339666,943.5166666666667,NORMAL,N,339592,339607,339621,339649,339679,339723,339749,339785,normal,N
221,1307,339906,944.1833333333333,NORMAL,N,339801,339820,339832,339891,339914,339971,339995,340026,normal,N
221,1313,341333,948.1472222222222,PVC,V,341235,341265,341287,341296,341363,341375,341399,341446,inverted,V
221,1314,341683,949.1194444444444,NORMAL,N,341588,341607,341631,341666,341692,341731,341788,341810,normal,N
221,1315,341922,949.7833333333333,NORMAL,N,341827,341840,341878,341894,341936,341978,342016,342045,normal,N
221,1318,342801,952.225,NORMAL,N,342703,342718,342734,342784,342810,342861,342899,342927,normal,N
221,1320,343306,953.6277777777777,NORMAL,N,343220,343231,343240,343288,343320,343346,343411,343431,biphasic_negative_positive,N
221,1326,344744,957.6222222222223,NORMAL,N,344683,344701,344714,344726,344757,344808,344844,344861,normal,N
221,1328,345148,958.7444444444444,PVC,V,345072,345093,345105,345112,345185,345187,345226,345270,inverted,V
221,1344,349352,970.4222222222222,NORMAL,N,349231,349242,349255,349334,349360,349420,349487,349507,biphasic_positive_negative,N
221,1350,350863,974.6194444444444,NORMAL,N,350806,350814,350828,350846,350871,350912,351003,351016,biphasic_positive_negative,N
221,1355,352173,978.2583333333333,NORMAL,N,352120,352130,352144,352156,352181,352230,352266,352294,normal,N
221,1356,352386,978.85,NORMAL,N,352316,352340,352352,352368,352394,352439,352477,352504,normal,N
221,1359,353007,980.575,NORMAL,N,352936,352961,352970,352987,353020,353065,353108,353134,normal,N
221,1360,353255,981.2638888888889,NORMAL,N,353164,353175,353187,353229,353263,353306,353355,353378,normal,N
221,1361,353529,982.025,NORMAL,N,353416,353427,353439,353510,353538,353591,353631,353660,normal,N
221,1363,353979,983.275,PVC,V,353907,353911,353932,353947,354016,354039,354053,354092,inverted,V
221,1365,354532,984.8111111111111,NORMAL,N,354436,354448,354465,354513,354540,354605,354653,354682,biphasic_positive_negative,N
221,1370,355758,988.2166666666667,NORMAL,N,355628,355640,355658,355737,355767,355822,355857,355876,normal,N
221,1371,355985,988.8472222222222,NORMAL,N,355919,355938,355959,355967,355994,356061,356111,356135,biphasic_positive_negative,N
221,1374,356663,990.7305555555556,NORMAL,N,356602,356612,356631,356643,356671,356726,356760,356785,normal,N
221,1378,357618,993.3833333333333,NORMAL,N,357511,357525,357551,357599,357627,357700,357725,357752,normal,N
221,1379,358017,994.4916666666667,NORMAL,N,357945,357958,357988,357995,358027,358114,358129,358149,normal,N
221,1380,358354,995.4277777777778,NORMAL,N,358235,358246,358260,358333,358363,358409,358454,358484,normal,N
221,1384,359203,997.7861111111112,PVC,V,359118,359136,359154,359161,359237,359258,359272,359328,inverted,V
221,1386,359751,999.3083333333333,NORMAL,N,359678,359690,359721,359733,359760,359841,359860,359876,normal,N
221,1388,360292,1000.8111111111111,NORMAL,N,360210,360222,360249,360257,360301,360359,360400,360419,normal,N
221,1391,360937,1002.6027777777778,PVC,V,360858,360873,360901,360906,360971,360973,361005,361048,inverted,V
221,1392,361271,1003.5305555555556,NORMAL,N,361174,361204,361225,361254,361280,361352,361373,361401,normal,N
221,1393,361513,1004.2027777777778,NORMAL,N,361406,361437,361455,361494,361522,361578,361616,361641,normal,N
221,1394,361910,1005.3055555555555,NORMAL,N,361796,361808,361819,361891,361920,361966,362013,362044,normal,N
221,1399,363215,1008.9305555555555,NORMAL,N,363129,363156,363186,363198,363224,363266,363345,363375,biphasic_positive_negative,N
221,1402,363934,1010.9277777777778,NORMAL,N,363811,363824,363836,363910,363943,363984,364075,364095,biphasic_positive_negative,N
221,1404,364406,1012.2388888888889,NORMAL,N,364306,364319,364345,364387,364416,364459,364536,364571,biphasic_positive_negative,N
221,1424,369544,1026.5111111111112,NORMAL,N,369437,369450,369459,369527,369552,369596,369635,369661,normal,N
221,1426,369998,1027.7722222222221,NORMAL,N,369891,369901,369910,369978,370007,370082,370104,370133,normal,N
221,1427,370232,1028.4222222222222,NORMAL,N,370142,370157,370185,370215,370241,370289,370321,370361,normal,N
221,1429,370648,1029.5777777777778,PVC,V,370550,370569,370589,370609,370686,370695,370723,370770,inverted,V
221,1433,371842,1032.8944444444444,NORMAL,N,371741,371768,371791,371815,371850,371900,371944,371968,normal,N
221,1441,373908,1038.6333333333334,NORMAL,N,373838,373855,373873,373879,373922,373974,374008,374032,normal,N
221,1444,374739,1040.9416666666666,NORMAL,N,374678,374687,374706,374718,374753,374792,374832,374869,normal,N
221,1446,375177,1042.1583333333333,PVC,V,375092,375097,375117,375132,375211,375230,375249,375303,inverted,V
221,1450,376413,1045.5916666666667,NORMAL,N,376275,376297,376310,376390,376421,376454,376484,376489,biphasic_negative_positive,N
221,1451,376570,1046.0277777777778,PVC,V,376492,376508,376520,376536,376599,376603,376636,376692,inverted,V
221,1452,376866,1046.85,NORMAL,N,376763,376772,376787,376841,376874,376911,376969,377005,biphasic_negative_positive,N
221,1457,378046,1050.1277777777777,NORMAL,N,377956,377989,378019,378028,378060,378108,378175,378193,biphasic_positive_negative,N
221,1458,378431,1051.1972222222223,NORMAL,N,378361,378371,378386,378415,378440,378476,378527,378554,biphasic_negative_positive,N
221,1460,378896,1052.4888888888888,NORMAL,N,378807,378816,378830,378874,378904,378952,378993,379015,normal,N
221,1461,379094,1053.0388888888888,PVC,V,379016,379019,379050,379061,379126,379141,379176,379211,inverted,V
221,1462,379365,1053.7916666666667,NORMAL,N,379238,379282,379302,379345,379373,379417,379466,379505,biphasic_negative_positive,N
221,1463,379604,1054.4555555555555,NORMAL,N,379510,379534,379558,379573,379613,379668,379696,379730,normal,N
221,1464,379852,1055.1444444444444,NORMAL,N,379789,379799,379828,379835,379865,379919,379956,379975,normal,N
221,1476,382883,1063.5638888888889,NORMAL,N,382823,382838,382854,382865,382896,382937,382979,383004,normal,N
221,1477,383110,1064.1944444444443,NORMAL,N,383011,383032,383054,383092,383123,383163,383208,383237,normal,N
221,1481,384223,1067.286111111111,NORMAL,N,384104,384120,384143,384207,384232,384305,384328,384356,normal,N
221,1482,384490,1068.0277777777778,NORMAL,N,384388,384419,384433,384471,384503,384545,384583,384609,normal,N
221,1483,384726,1068.6833333333334,NORMAL,N,384632,384659,384691,384708,384739,384779,384815,384841,normal,N
221,1484,384962,1069.338888888889,NORMAL,N,384856,384891,384912,384945,384970,385019,385055,385084,normal,N
221,1488,385976,1072.1555555555556,NORMAL,N,385912,385933,385949,385958,385984,386027,386100,386116,biphasic_positive_negative,N
221,1509,391513,1087.536111111111,NORMAL,N,391402,391439,391460,391493,391521,391569,391613,391636,normal,N
221,1511,391992,1088.8666666666666,NORMAL,N,391923,391939,391953,391973,392000,392056,392091,392114,normal,N
221,1514,393199,1092.2194444444444,NORMAL,N,393127,393137,393149,393174,393208,393253,393301,393319,normal,N
221,1515,393528,1093.1333333333334,NORMAL,N,393454,393469,393497,393510,393541,393582,393619,393654,normal,N
221,1518,394238,1095.1055555555556,PVC,V,394166,394171,394191,394204,394277,394279,394302,394363,inverted,V
221,1521,395314,1098.0944444444444,NORMAL,N,395201,395224,395244,395297,395327,395372,395406,395431,normal,N
221,1526,396641,1101.7805555555556,NORMAL,N,396552,396581,396598,396624,396655,396698,396740,396768,normal,N
221,1891,497400,1381.6666666666667,NORMAL,N,497329,497360,497375,497384,497408,497453,497498,497529,normal,N
221,1893,497952,1383.2,NORMAL,N,497870,497900,497924,497936,497961,498033,498058,498083,normal,N
221,1894,498394,1384.4277777777777,NORMAL,N,498305,498322,498357,498377,498403,498447,498506,498538,normal,N
221,1897,499285,1386.9027777777778,NORMAL,N,499193,499208,499229,499269,499293,499348,499390,499433,normal,N
221,1898,499734,1388.15,NORMAL,N,499654,499672,499688,499717,499743,499776,499783,499840,inverted,N
221,1899,499997,1388.8805555555555,NORMAL,N,499920,499944,499956,499980,500005,500057,500106,500137,normal,N
221,1900,500286,1389.6833333333334,NORMAL,N,500179,500202,500220,500269,500295,500341,500395,500426,normal,N
221,1901,500637,1390.6583333333333,NORMAL,N,500546,500559,500597,500619,500645,500709,500741,500765,normal,N
221,1902,500924,1391.4555555555555,NORMAL,N,500852,500875,500899,500908,500932,500975,501028,501060,normal,N
221,1903,501353,1392.6472222222221,NORMAL,N,501301,501311,501325,501337,501362,501415,501453,501477,normal,N
221,1905,502021,1394.5027777777777,NORMAL,N,501948,501966,501985,502003,502030,502084,502126,502160,normal,N
221,1906,502572,1396.0333333333333,NORMAL,N,502501,502506,502543,502555,502581,502631,502683,502711,normal,N
221,1909,503234,1397.8722222222223,PVC,V,503141,503175,503194,503204,503275,503277,503299,503354,inverted,V
221,1910,503608,1398.911111111111,NORMAL,N,503533,503544,503562,503591,503617,503691,503716,503742,normal,N
221,1911,504010,1400.0277777777778,NORMAL,N,503945,503952,503980,503993,504018,504071,504115,504141,normal,N
221,1912,504335,1400.9305555555557,NORMAL,N,504240,504253,504274,504319,504344,504400,504443,504469,normal,N
221,1914,504869,1402.4138888888888,PVC,V,504770,504773,504797,504828,504914,504916,504998,505019,biphasic_negative_positive,V
221,1915,505247,1403.463888888889,NORMAL,N,505168,505199,505218,505230,505255,505308,505353,505382,normal,N
221,1917,505782,1404.95,NORMAL,N,505725,505736,505751,505766,505790,505838,505879,505909,normal,N
